Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Artwork authenticity (product.metafields.shopify.artwork-authenticity),Artwork frame material (product.metafields.shopify.artwork-frame-material),Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Painting medium (product.metafields.shopify.painting-medium),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
autumn-season-wall-painting-handmade-art-niaz-arts,,,,,,,,,24*36 inches,,,No frame (rolled canvas),,,,,,0.0,,0,deny,manual,9999.00,24000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Bildschirmfoto2022-03-29um14.00.36.jpg?v=1771597052,3,Autumn season - Niaz Arts,,,,,,,,,,,lb,,,
autumn-season-wall-painting-handmade-art-niaz-arts,,,,,,,,,24*36 inches,,,With frame (ready to hang),,,,,,0.0,,0,deny,manual,14999.00,32000.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/02d.jpg?v=1771597052,4,Autumn season - Niaz Arts,,,,,,,,,,,lb,,,
autumn-season-wall-painting-handmade-art-niaz-arts,,,,,,,,,36*48 inches,,,No frame (rolled canvas),,,,,,0.0,,0,deny,manual,17999.00,38000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/02e.jpg?v=1771597052,5,Autumn season - Niaz Arts,,,,,,,,,,,lb,,,
autumn-season-wall-painting-handmade-art-niaz-arts,,,,,,,,,36*48 inches,,,With frame (ready to hang),,,,,,0.0,,0,deny,manual,25999.00,60000.00,true,false,,,,,"",,,,,,,,,,,,,,lb,,,
autumn-season-wall-painting-handmade-art-niaz-arts,,,,,,,,,48*60 inches,,,No frame (rolled canvas),,,,,,0.0,,0,deny,manual,39999.00,96000.00,true,true,,,,,"",,,,,,,,,,,,,,lb,,,
arctic-handmade-painting,Arctic,"<p class=""p1"" data-mce-fragment=""1""><meta charset=""utf-8"">The endless silence of the vast Arctic.... This handmade painting manages to capture its stunning, icy enchantment beautifully. Its modern look makes this painting suit any home interior and create a 'chill' atmosphere wherever it's portrayed!⁠<br></p>",Hila Creations,Home & Garden > Decor > Artwork,artwork,"Bathroom, Bedroom, black, blue, entryway, glacier, gold, Large, light blue, Living Room, nature, silver, Standard, V-broad, Vertical, white",true,Size,18*24 inches,,Style,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,5999.00,2760.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Arctic-1_fed315eb-ca31-4875-9c2e-cab7608af122.jpg?v=1771597050,1,Arctic - Niaz Arts,false,,,,,,,,,,lb,,,active
arctic-handmade-painting,,,,,,,,,18*24 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,7999.00,860.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Arctic-2_b4e19b5e-0c08-4516-83ee-eacd812021ca.jpg?v=1771597050,2,Arctic - Niaz Arts,,,,,,,,,,,lb,,,
arctic-handmade-painting,,,,,,,,,24*36 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,14999.00,860.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/3_5_a0465080-2e01-426a-8796-21e88d535e97.jpg?v=1771597050,3,Arctic - Niaz Arts,,,,,,,,,,,lb,,,
arctic-handmade-painting,,,,,,,,,24*36 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,19999.00,860.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Arctic-3_7162b389-f63b-4656-a8f8-5cf201b30ae7.jpg?v=1771597049,4,Arctic - Niaz Arts,,,,,,,,,,,lb,,,
arctic-handmade-painting,,,,,,,,,36*48 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,22999.00,860.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/3_2_c614ffd0-9f09-479a-98ea-99475f9f8874.jpg?v=1771597050,5,Arctic - Niaz Arts,,,,,,,,,,,lb,,,
arctic-handmade-painting,,,,,,,,,36*48 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,29999.00,860.00,true,true,,,,,"",,,,,,,,,,,,,,lb,,,
coal-niazarts-painting,Coal,"<p>Immerse yourself in the calming tones of ""Coal,"" a stunning piece that beautifully depicts the gentle transition from day to night. Its deep colors and ethereal glow make it a captivating addition to any home.</p>",Hila Creations,Home & Garden > Decor > Artwork,artwork,"abstract, abstraction, Bedroom, blue, brown, colorful, Dining Room, Large, Living Room, nature, orange, purple, square, Standard",true,Size,18*18 inches,,Style,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,5999.00,700.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/08e-_1.jpg?v=1771597048,1,Coal - Niaz Arts,false,,,,,,,,,,lb,,,active
coal-niazarts-painting,,,,,,,,,18*18 inches,,,With Frame (ready to hang),,,,,,0.0,,-1,deny,manual,7999.00,700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/08a.jpg?v=1771597048,2,Coal - Niaz Arts,,,,,,,,,,,lb,,,
coal-niazarts-painting,,,,,,,,,24*24 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,9999.00,860.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/08b.jpg?v=1771597047,3,Coal - Niaz Arts,,,,,,,,,,,lb,,,
coal-niazarts-painting,,,,,,,,,24*24 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,14999.00,700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/08c.jpg?v=1771597047,4,Coal - Niaz Arts,,,,,,,,,,,lb,,,
coal-niazarts-painting,,,,,,,,,36*36 inches,,,No Frame (rolled canvas),,,,,200000886:200012650#40x40 No frame;14:200006152,0.0,,0,deny,manual,17999.00,860.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/08d.jpg?v=1771597047,5,Coal - Niaz Arts,,,,,,,,,,,lb,,,
coal-niazarts-painting,,,,,,,,,36*36 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,24999.00,700.00,true,true,,,,,"",,,,,,,,,,,,,,lb,,,
coal-niazarts-painting,,,,,,,,,48*48 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,29999.00,1060.00,true,true,,,,,,,,,,,,,,,,,,,lb,,,
birch,Birch,"<p>Birch captures the essence of a peaceful forest. The striking birch trees and colorful leaves create a scene that’s both calming and vibrant. Perfect for any room, ""Birch"" brings a breath of fresh air and a splash of color to your decor.</p>
<ul>
<li class=""li1""><strong>Artist : Niaz Ahmad</strong></li>
<li class=""li1"">
<strong>All copyrights reserved</strong><strong></strong>
<ul>
<li class=""li1""><strong>Acrylic on canvas</strong></li>
<li class=""li1""><strong>Original art, hand-painted </strong></li>
<li class=""li1""><strong>Durable &amp; non-toxic paint on cotton canvas</strong></li>
<li class=""li1""><strong>Certificate of authenticity included</strong></li>
<li class=""li1""><strong>Fully insured free express shipping</strong></li>
<li class=""li1""><strong>Minor differences due to original handwork</strong></li>
</ul>
<p>For <strong>Custom</strong><span> </span>sizes, message us on our contact page.</p>
</li>
</ul>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"blue, brown, fall, Large, light blue, Living Room, nature, orange, square, Standard, tree, white",true,Size,18*18 inches,,Style,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,7999.00,16000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Birch-1.jpg?v=1771597046,1,Birch - Niaz Arts,false,,,,,,,,,,lb,,,active
birch,,,,,,,,,18*18 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,9999.00,20000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Birch-2.jpg?v=1771597045,2,Birch - Niaz Arts,,,,,,,,,,,lb,,,
birch,,,,,,,,,24*24 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,11999.00,24000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Birch-3.jpg?v=1771597046,3,Birch - Niaz Arts,,,,,,,,,,,lb,,,
birch,,,,,,,,,24*24 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,17999.00,36000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Birch-4.jpg?v=1771597045,4,Birch - Niaz Arts,,,,,,,,,,,lb,,,
birch,,,,,,,,,36*36 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,19999.00,40000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Birch-5.jpg?v=1771597046,5,Birch - Niaz Arts,,,,,,,,,,,lb,,,
birch,,,,,,,,,36*36 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,29999.00,60000.00,true,true,,,,,"",,,,,,,,,,,,,,lb,,,
birch,,,,,,,,,48*48 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,34999.00,70000.00,true,true,,,,,"",,,,,,,,,,,,,,lb,,,
autumn-winds,Autumn Winds,"<p><span data-sheets-root=""1"" data-sheets-value='{""1"":2,""2"":""Where green turns to brown and nature prepares itself for the harsh winter times, autumn. Its strong and harsh winds also bring a feeling of melancholy and nostalgia, perfectly portrayed in this elegant, yet dynamic art piece!⁠""}' data-sheets-userformat='{""2"":4480,""10"":2,""11"":3,""15"":""Arial""}'>Where green turns to brown and nature prepares itself for the harsh winter times, autumn. Its strong and harsh winds also bring a feeling of melancholy and nostalgia, perfectly portrayed in this elegant, yet dynamic art piece!⁠</span><br></p>
<ul>
<li class=""li1""><strong>Oil on canvas</strong></li>
<li class=""li1""><strong>Original art, hand-painted </strong></li>
<li class=""li1""><strong>Durable &amp; non-toxic paint on cotton canvas</strong></li>
<li class=""li1""><strong>Certificate of authenticity included</strong></li>
<li class=""li1""><strong>Fully insured free express shipping</strong></li>
<li class=""li1""><strong>Minor differences due to original handwork</strong></li>
<li class=""li1""><strong>Artist : Niaz Ahmad</strong></li>
<li class=""li1"">
<strong>All copyrights reserved</strong><strong></strong>
</li>
</ul>
<p>For <strong>Custom</strong><span> </span>sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"artwork, beige, black, calligraphy, fall, gray, handmade, Horizontal, landscape, Large, Living Room, nature, niazarts, painting, Standard, tree, yellow",true,SELECT SIZE,18x24 inches,,Style,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,9999.00,20000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Tree_Black-1.jpg?v=1771597044,1,Autumn Winds - Niaz Arts,false,,,,,,,,,,lb,,,active
autumn-winds,,,,,,,,,18x24 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,14999.00,30000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Tree_Black-2.jpg?v=1771597044,2,Autumn Winds - Niaz Arts,,,,,,,,,,,lb,,,
autumn-winds,,,,,,,,,24x36 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,16999.00,34000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Tree_Black-3.jpg?v=1771597044,3,Autumn Winds - Niaz Arts,,,,,,,,,,,lb,,,
autumn-winds,,,,,,,,,24x36 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,24999.00,50000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Tree_Black-4.jpg?v=1771597045,4,Autumn Winds - Niaz Arts,,,,,,,,,,,lb,,,
autumn-winds,,,,,,,,,36x48 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,27999.00,56000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Tree_Black-5.jpg?v=1771597044,5,Autumn Winds - Niaz Arts,,,,,,,,,,,lb,,,
autumn-winds,,,,,,,,,36x48 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,34999.00,75000.00,true,true,,,,,"",,,,,,,,,,,,,,lb,,,
creek,Creek,"<p class=""p1""><meta charset=""utf-8"">Autumn means beautiful, gold-brown leaves and fresh air! This amazing realistic painting portrays a wonderful autumn day that invites you in, time and time again! ⁠Its soothing composition makes it suit any home interior effortlessly.<br></p>
<ul>
<li class=""li1""><strong>Oil on canvas</strong></li>
<li class=""li1""><strong>Original art, hand-painted </strong></li>
<li class=""li1""><strong>Durable &amp; non-toxic paint on cotton canvas</strong></li>
<li class=""li1""><strong>Certificate of authenticity included</strong></li>
<li class=""li1""><strong>Fully insured free express shipping</strong></li>
<li class=""li1""><strong>Minor differences due to original handwork</strong></li>
<li class=""li1""><strong>Artist : Niaz Ahmad</strong></li>
<li class=""li1"">
<strong>All copyrights reserved</strong><strong></strong>
</li>
</ul>
<p>For <strong>Custom</strong><span> </span>sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"Bathroom, blue, brown, Dining Room, fall, gold, H-broad, Horizontal, landscape, Large, Living Room, nature, orange, Standard, yellow",true,SELECT SIZE,18x24 inches,,Style,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,9999.00,20000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Creek-1.jpg?v=1771597042,1,Creek - Niaz Arts,false,,,,,,,,,,lb,,,active
creek,,,,,,,,,18x24 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,14999.00,30000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Creek-2.jpg?v=1771597043,2,Creek - Niaz Arts,,,,,,,,,,,lb,,,
creek,,,,,,,,,24x36 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,16999.00,34000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Creek-3.jpg?v=1771597042,3,Creek - Niaz Arts,,,,,,,,,,,lb,,,
creek,,,,,,,,,24x36 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,24999.00,50000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Creek-4.jpg?v=1771597043,4,Creek - Niaz Arts,,,,,,,,,,,lb,,,
creek,,,,,,,,,36x48 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,27999.00,56000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Creek-5.jpg?v=1771597043,5,Creek - Niaz Arts,,,,,,,,,,,lb,,,
creek,,,,,,,,,36x48 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,34999.00,75000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Horizontal_Size_Chart_niazarts_63464abb-4fcc-4883-b720-33e884c7dcd6.webp?v=1771597042,6,Niazarts measurement horizontal chart showing various poster dimensions with a silhouette of a person for scale.,,,,,,,,,,,lb,,,
castaway,Castaway,"<p>Castaway captures the essence of solitude with its lone boat drifting in a serene sea. The gentle waves and soft sunset create a melancholic atmosphere, making it a beautiful, interesting piece.</p>
<ul>
<li class=""li1""><strong>Oil on canvas</strong></li>
<li class=""li1""><strong>Original art, hand-painted </strong></li>
<li class=""li1""><strong>Durable &amp; non-toxic paint on cotton canvas</strong></li>
<li class=""li1""><strong>Certificate of authenticity included</strong></li>
<li class=""li1""><strong>Fully insured free express shipping</strong></li>
<li class=""li1""><strong>Minor differences due to original handwork</strong></li>
<li class=""li1""><strong>Artist : Niaz Ahmad</strong></li>
<li class=""li1"">
<strong>All copyrights reserved</strong><strong></strong>
</li>
</ul>
<p>For <strong>Custom</strong><span> </span>sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"beach, Bedroom, blue, boat, colorful, gold, Horizontal, landscape, Large, light blue, Living Room, nature, niazarts, orange, Standard, white",true,SELECT SIZE,18x24 inches,,Style,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,9999.00,700.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Castaway-4.jpg?v=1771597041,1,Castaway - Niaz Arts,false,,,,,,,,,,lb,,,active
castaway,,,,,,,,,18x24 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,14999.00,700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Castaway-5.jpg?v=1771597041,2,Castaway - Niaz Arts,,,,,,,,,,,lb,,,
castaway,,,,,,,,,24x36 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,16999.00,960.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Castaway-3.jpg?v=1771597041,3,Castaway - Niaz Arts,,,,,,,,,,,lb,,,
castaway,,,,,,,,,24x36 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,24999.00,700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Castaway-2.jpg?v=1771597041,4,Castaway - Niaz Arts,,,,,,,,,,,lb,,,
castaway,,,,,,,,,36x48 inches,,,No Frame (rolled canvas),,,,,,0.0,,0,deny,manual,27999.00,1400.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Castaway-1.jpg?v=1771597041,5,Castaway - Niaz Arts,,,,,,,,,,,lb,,,
castaway,,,,,,,,,36x48 inches,,,With Frame (ready to hang),,,,,,0.0,,0,deny,manual,34999.00,700.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/9791/8250/files/Horizontal_Size_Chart_niazarts_3fee5e13-6d9b-4574-bedf-344de57cb82e.webp?v=1771597041,6,Niazarts measurement horizontal chart showing various poster dimensions with a silhouette of a person for scale.,,,,,,,,,,,lb,,,
